ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.82496,,,,,,,,,,,,,,,564e2a0e-cc5c-4de1-b3b6-e15526ab833e,3044,,,"[97.9, 28.1]",3754041,71,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,140,Arsenal,1,['25e819ab-5078-4c59-8d27-02106f702834'],14,,Right Foot,"[120.0, 37.9, 4.0]",,"[{'location': [106.8, 43.7], 'player': {'id': 20951, 'name': 'Jordan Lyden'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.6, 32.7], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.5, 33.5], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.2, 34.5], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.6, 34.3], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.9, 29.6], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [107.1, 32.3], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.1, 33.1], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.1, 42.2], 'player': {'id': 3568, 'name': 'Mohamed Naser Elsayed Elneny'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.1, 40.8], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.8, 39.9], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.9, 38.1], 'player': {'id': 75899, 'name': 'Kevin Toner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 41.7], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.8, 31.0], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.6, 31.8], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",,,Off T,,,0.06041742,Normal,Free Kick,,,,,,Arsenal,1,00:26:14.994,Shot,
,,,,,,,,,,,,,,,0.399728,,,,,,,,,,,,,,,360acaa3-1e74-46ef-812c-fe39385d6798,3119,,,"[109.1, 44.1]",3754041,72,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Wing,142,Arsenal,1,['b2231a66-2b6d-45fd-a3cf-4ddeb985a2d6'],39,,Right Foot,"[120.0, 42.1, 4.1]",True,"[{'location': [120.0, 30.3], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.7, 25.0], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.3, 40.5], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.2, 30.9], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [117.8, 37.3], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.7, 24.6], 'player': {'id': 20951, 'name': 'Jordan Lyden'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [115.2, 28.6], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 34.6], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.7, 30.6], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.4, 38.2], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.4, 42.5], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.6, 40.3], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.6, 40.0], 'player': {'id': 75899, 'name': 'Kevin Toner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.9, 42.8], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}]",,,Off T,,,0.10235278,Volley,Open Play,,,,,,Arsenal,1,00:27:39.960,Shot,
,,,,,,,,,,,,,,,0.530888,,,,,,,,,,,,,,,35a37c52-0808-433d-887a-d24a1e29c0c6,3130,,,"[105.9, 50.4]",3754041,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Santiago Cazorla González,11386.0,Right Defensive Midfield,144,Arsenal,1,"['0c49c558-0063-4fb0-80f7-b3172a2f898c', 'f78ef33d-58d5-42a8-84c8-03f208a01f1d']",36,,Right Foot,"[115.7, 43.0, 0.0]",,"[{'location': [99.6, 62.4], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [98.9, 55.9], 'player': {'id': 75899, 'name': 'Kevin Toner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.8, 56.9], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 45.4], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.8, 49.6], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.8, 45.7], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 42.4], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 36.0], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.3, 43.2], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.2, 40.9], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.9, 38.1], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",822dfb92-d1d2-4f93-9265-7debd92ec8ba,,Saved,,,0.14244156,Normal,Open Play,,,,,,Arsenal,1,00:29:36.556,Shot,True
,,,,,,,,,,,,,,,0.415182,,,,,,,,,,,,,,,167c79d8-3701-4e5d-8acc-820745535f50,3325,,,"[114.8, 33.3]",3754041,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Olivier Giroud,3604.0,Center Forward,154,Arsenal,1,"['0c717ea6-3825-4bbe-b60f-11224b7e1fa0', 'ed363090-a1fc-4ae2-9c23-164dcf35d8c4']",46,,Left Foot,"[120.0, 39.4, 2.0]",True,"[{'location': [94.3, 25.0], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [106.3, 42.9], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.8, 34.7], 'player': {'id': 75899, 'name': 'Kevin Toner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.6, 32.2], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.4, 24.9], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.1, 22.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 10.2], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.3, 28.2], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.7, 14.7], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.3, 36.2], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 13.9], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [114.2, 23.2], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.7, 29.9], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 19.3], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",f8a2f4d0-30b5-4a66-a172-c23597c2332d,,Goal,,,0.12626846,Normal,Open Play,,,,,,Arsenal,1,00:32:46.444,Shot,True
,,,,,,,,,,,,,,,0.445381,,,,,,,,,,,,,,,230482f0-409f-4530-a7c7-aec660ba6693,3359,,,"[110.9, 32.8]",3754041,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Olivier Giroud,3604.0,Center Forward,156,Arsenal,1,['138db5dc-2c72-4f58-90e1-8e0806b78202'],40,,Left Foot,"[120.0, 38.7, 0.0]",True,"[{'location': [96.3, 26.7], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 44.4], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.8, 36.4], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.6, 36.4], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ba4e46eb-059c-4659-9a9d-5937fc00bff5,,Goal,,,0.35421708,Normal,Open Play,,,,,,Arsenal,1,00:34:40.441,Shot,
,,,,,,,,,,,,,,,0.059023,,,,,,,,,,,,,,,9219adda-7d09-4b99-b875-135a1d7f9a5e,3454,,,"[100.3, 32.5]",3754041,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jack Grealish,9638.0,Right Center Forward,160,Aston Villa,59,"['2510b259-f4b4-4baf-af1d-cbd6648866c9', 'a557e5a7-8e19-4aff-b825-2cf458a9d04b']",8,,Right Foot,"[101.4, 33.5]",,"[{'location': [102.7, 39.4], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 33.9], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 30.1], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 39.3], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.2, 37.6], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.3, 56.2], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.3, 38.5], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.1, 32.7], 'player': {'id': 3568, 'name': 'Mohamed Naser Elsayed Elneny'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.7, 24.2], 'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 32.1], 'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 10.0], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [94.6, 29.7], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [103.9, 20.6], 'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",8176b2fd-af18-4e8e-ace5-8e27fac4dd8c,,Blocked,,,0.05648822,Normal,Open Play,,,,,,Aston Villa,59,00:38:08.021,Shot,
,,,,,,,,,,,,,,,0.371647,,,,,,,,,,,,,,,afda1832-ba7f-410e-a21b-84a638564fd4,3465,,,"[95.7, 40.9]",3754041,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,161,Arsenal,1,['785eb74d-afca-4084-a9d6-cd36a158c42f'],16,,Right Foot,"[103.7, 41.2, 1.9]",True,"[{'location': [96.9, 37.4], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.4, 40.2], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 41.1], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,,,0.16645105,Lob,Open Play,,,,,,Arsenal,1,00:38:16.792,Shot,
,,,,,,,,,,,,,,,0.93163,,,,,,,,,,,,,,,797ff8a6-32dd-4d49-a33d-93640e87cc48,3538,,,"[110.1, 37.2]",3754041,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Micah Richards,42700.0,Center Back,168,Aston Villa,59,['3e3b0bf6-972a-4437-aca0-40f92425b547'],48,,Head,"[117.8, 38.2, 1.6]",,"[{'location': [115.9, 34.0], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [106.6, 26.6], 'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [119.2, 43.3], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.8, 48.9], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 42.7], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.7, 42.5], 'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.4, 36.2], 'player': {'id': 3568, 'name': 'Mohamed Naser Elsayed Elneny'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.8, 35.8], 'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 37.2], 'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 35.0], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 43.2], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.5, 34.6], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.6, 39.9], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.8, 42.0], 'player': {'id': 75899, 'name': 'Kevin Toner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",d95989a5-4d13-452c-b802-b50362e1666f,,Saved,,,0.0464408,Normal,Open Play,,,,,,Aston Villa,59,00:40:48.036,Shot,
,,,,,,,,,,,,,,,0.493567,,,,,,,,,,,,,,,5a4b1c5b-b2b9-4937-9562-2cee4815f498,3696,,,"[112.5, 49.6]",3754041,90,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Wing,173,Arsenal,1,['f21533e7-0099-4f5b-a49d-f53eee1ee4b4'],21,,Right Foot,"[120.0, 44.9, 0.6]",,"[{'location': [105.4, 46.0], 'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.8, 32.2], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.2, 44.5], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 41.0], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.5, 47.6], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.5, 52.4], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.2, 52.7], 'player': {'id': 75899, 'name': 'Kevin Toner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.8, 45.5], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 31.9], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.7, 42.1], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 44.1], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",ca487cf9-f9d0-4827-bc58-68a6272a2437,True,Off T,,,0.4281581,Normal,Open Play,,,,,,Arsenal,1,00:45:21.680,Shot,
,,,,,,,,,,,,,,,1.665741,,,,,,,,,,,,,,,5f4367f5-4523-47c5-823a-9ff6c887623c,3725,,,"[115.9, 17.2]",3754041,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,175,Arsenal,1,['f6e37df2-1963-4e92-924b-eeb7ae12bb14'],5,,Right Foot,"[120.0, 43.4, 3.9]",,"[{'location': [93.9, 53.7], 'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [89.8, 24.8], 'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [97.6, 28.3], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.9, 38.3], 'player': {'id': 75899, 'name': 'Kevin Toner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 35.3], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.9, 34.9], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.5, 10.7], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.1, 24.2], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.4, 35.9], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",eced84bf-4315-4bcb-8091-a92fcaa4cb4a,,Off T,,,0.009901251,Lob,Open Play,,,,,,Arsenal,1,00:46:05.340,Shot,
,,,,,,,,,,,,,,,0.337085,,,,,,,,,,,,,,,00642d88-912e-49e3-8789-870a180df809,3765,,,"[108.9, 45.0]",3754041,91,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mikel Arteta Amatriain,42703.0,Center Attacking Midfield,179,Arsenal,1,['d344928d-d187-4616-b719-73f251a49c84'],53,,Right Foot,"[117.9, 41.3, 1.9]",True,"[{'location': [117.5, 38.9], 'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 29.8], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.2, 40.3], 'player': {'id': 75899, 'name': 'Kevin Toner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.5, 32.0], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.1, 41.1], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 34.3], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.8, 39.7], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.4, 50.9], 'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.2, 26.8], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.0, 20.9], 'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.4, 37.3], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.4, 31.7], 'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",8b7e0099-9276-4b07-89cf-c28f4ce1b55d,,Saved to Post,,True,0.37236434,Normal,Open Play,,,,,,Arsenal,1,00:46:53.403,Shot,
